fii_name,quote,dividend_yield,price_book_ratio,liquidity,appreciation_12months,vacancy,number_unit_holders,issued_units,net_asset_value_per_unit,net_asset_value,last_dividend_payment,corporate_name,cnpj,target_audience,invest_objective,market_sector,fund_type,fund_term,management_type,management_fee,date_process
PRTS11,"R$ 1,00","0,00%","16,84",R$ -,-,-,11,55.727.489,"R$ 0,06","R$ 3,31 Milhões","R$ 0,05",MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,22.957.521/0001-74,Investidor Qualificado,Renda,Híbrido,Fundo de Tijolo,Determinado,Ativa,"0,25% a.a. sobre patrimônio líquido",2024-11-09
VIDS11,"R$ 915,64","4,59%","1,01",R$ -,"-4,29%",-,194,91.530,"R$ 906,43","R$ 82,98 Milhões","R$ 41,99",VIC DESENVOLVIMENTO - VINTAGE 20/21 FUNDO DE INVESTIMENTO IMOBILIÁRIO,32.527.552/0001-49,Geral,Híbridos,Híbrido,Fundo de desenvolvimento,Indeterminado,Ativa,,2024-11-09
COPP11,"R$ 102,99","2,18%","0,92","R$ 1,80 M","5,31%","15,00%",119,2.166.084,"R$ 112,34","R$ 243,35 Milhões","R$ 0,75",CORPORATE OFFICE PROPERTIES FII,48.916.699/0001-60,Geral,Renda,Híbrido,Fundo misto,Indeterminado,Ativa,,2024-11-09
BTWR11,"R$ 105,49","7,12%","0,93","R$ 22,28 K","5,32%","9,00%",132,809.258,"R$ 113,87","R$ 92,15 Milhões","R$ 0,65",BTOWERS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,20.132.453/0001-89,Investidor Qualificado,Renda,Lajes Corporativas,Fundo de desenvolvimento,Indeterminado,Passiva,"0,80% a.a. sobre patrimônio líquido",2024-11-09
RSPD11,"R$ 1.059,99","2,22%","0,96","R$ 33,95 K","-13,76%",-,134,149.000,"R$ 1.101,96","R$ 164,20 Milhões","R$ 20,13",RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III FUNDO DE INVESTIMENTO IMOBILIÁRIO,19.249.989/0001-08,Investidor Qualificado,Desenvolvimento para venda,Outros,Fundo de desenvolvimento,Determinado,Ativa,"2,00% a.a. sobre patrimônio líquido",2024-11-09
LOFT11B,"R$ 29,90","0,00%","7,38","R$ 18,80 K","298.900,00%",-,1,1.962.489,"R$ 4,05","R$ 7,95 Milhões","R$ 0,20",LOFT I FUNDO DE INVESTIMENTO IMOBILIÁRIO,19.722.048/0001-31,Investidor Qualificado,Híbridos,Outros,Fundo de desenvolvimento,Indeterminado,Ativa,"0,20% a.a",2024-11-09
HCST11,"R$ 49,57","0,00%","2.608,48","R$ 210,00","-0,86%","24,00%",57,2.147.483.636,"R$ 0,02","R$ 40,81 Milhões","R$  0,00",HECTARE DESENV. STUDENT HOUSING - FUNDO DE INVESTIMENTO IMOBILIÁRIO,31.152.015/0001-07,Geral,Desenvolvimento para renda,Outros,Fundo de desenvolvimento,Indeterminado,Ativa,"2,0% a.a sobre patrimônio líquido",2024-11-09
HGJH11,"R$ 1.500,00","0,00%","4,35",R$ -,-,"5,14%",13.899,1.753.046,"R$ 344,73","R$ 604,33 Milhões","R$  0,00",CSHG JHSF PRIME OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,11.260.134/0001-68,Geral,Renda,Lajes Corporativas,Outro,Indeterminado,Passiva,,2024-11-09
VANG11,R$ -,"0,00%",-,R$ -,,-,1,499.989,"R$ 101,11","R$ 50,56 Milhões","R$  0,00",ICATU VANGUARDA INCENTIVADO EM INFRAESTRUTURA FIC DE FI RF CP LP - RESP. LIMITADA,53.248.945/0001-93,Geral,Títulos e valores mobiliários,Fundo de Infraestrutura (FI-Infra),Outro,Indeterminado,Ativa,"0,03% a.a.",2024-11-09
ZAVC11,R$ -,"7,86%",-,"R$ 119,00",,-,125,3.097.337,"R$ 10,10","R$ 31,27 Milhões","R$ 0,13",ZAVIT CRÉDITO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,52.101.897/0001-43,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,"1,25% a.a.",2024-11-09
URHF11,R$ -,"4,04%",-,"R$ 9,91 K",,-,150,110.406,"R$ 97,80","R$ 10,80 Milhões","R$ 1,19",URCA HEDGE FUND ESTRATÉGIA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,52.649.350/0001-87,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo misto,Indeterminado,Ativa,"0,08% - 0,12% a.a.",2024-11-09
BZEL11,R$ -,"0,00%",-,R$ -,,-,3,3.538.035,"R$ 143,41","R$ 382,24 Milhões","R$  0,00",BARZEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.507.610/0001-60,Geral,Renda,Logístico / Indústria / Galpões,Fundo misto,Indeterminado,Ativa,"0,2% a.a. sobre patrimônio líquido",2024-11-09
SFRO11,R$ -,"0,00%",-,R$ -,,-,16,875.747,"R$ 6,07","R$ 5,32 Milhões","R$  0,00",CSÃO FRANCISCO 34 FUNDO DE INVESTIMENTO IMOBILIÁRIO,32.065.718/0001-52,Investidor Qualificado,Híbridos,Híbrido,Outro,Indeterminado,Passiva,,2024-11-09
THRA11,"R$ 114,89","0,00%","12,04","R$ 12,01 K",-,-,2.079,1.472.717,"R$ 9,54","R$ 14,05 Milhões","R$ 0,13",FUNDO DE INVESTIMENTO IMOBILIÁRIO - CYRELA THERA CORPORATE,13.966.653/0001-71,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"0,20% a.a",2024-11-09
PRSV11,"R$ 60,25","0,00%","0,36","R$ 1,21 K","-13,83%","100,00%",871,204.698,"R$ 166,86","R$ 34,16 Milhões","R$ 14,10",FUNDO DE INVESTIMENTO IMOBILIÁRIO - PRESIDENTE VARGAS,11.281.322/0001-72,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"0,375% a.a",2024-11-09
MINT11,"R$ 91,20","0,00%","0,81","R$ 186,85 K","-8,62%",-,94,519.989,"R$ 112,56","R$ 58,53 Milhões","R$  0,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO MINT EDUCACIONAL,19.872.887/0001-36,Geral,Híbridos,Educacional,Fundo de Tijolo,Indeterminado,Ativa,"0,15% a.a. sobre o patrimônio líquido (mínimo R$20.000,00 mensais)",2024-11-09
NPAR11,"R$ 12,82","0,00%","0,84","R$ 2,01 K","0,94%",-,767,119.579,"R$ 15,22","R$ 1,82 Milhão","R$ 1,20",NESTPAR FUNDO DE INVESTIMENTO IMOBILIÁRIO,24.814.916/0001-43,Geral,Híbridos,Outros,Fundo de papel,Indeterminado,Ativa,"0,55% a.a.",2024-11-09
XBXO11,"R$ 100,00","0,00%","1,06",R$ -,-,-,5,3.042.589,"R$ 93,99","R$ 285,96 Milhões","R$  0,00",R CAP 1810 FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.814.809/0001-02,Geral,Renda,Outros,Fundo de fundos,Indeterminado,Ativa,,2024-11-09
NEXG11,R$ -,"8,51%",-,"R$ 176,96 K",,-,422,186.574,"R$ 96,03","R$ 17,92 Milhões","R$ 1,16",NEX CRÉDITO AGRO FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO IMOBILIÁRIO,52.044.477/0001-72,Investidor Qualificado,Renda,Fiagros,Fundo de papel,Indeterminado,Ativa,"1,16% a.a.",2024-11-09
MMPD11,"R$ 110,61","7,54%","0,98","R$ 890,00","13,85%",-,49,529.989,"R$ 113,25","R$ 60,02 Milhões","R$ 0,64",FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL MPD DESENV. RESID.,41.080.968/0001-52,Investidor Qualificado,Desenvolvimento para venda,Outros,Fundo de desenvolvimento,Indeterminado,Ativa,,2024-11-09
AZPL11,R$ -,"4,07%",-,"R$ 634,16 K",,-,6.159,18.209.635,"R$ 9,89","R$ 180,09 Milhões","R$ 0,08",AZ QUEST PANORAMA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,51.890.054/0001-00,Geral,Renda,Logístico / Indústria / Galpões,Fundo misto,Indeterminado,Ativa,"1,10% a.a",2024-11-09
RCFF11,"R$ 103,00","1,76%","0,83","R$ 2,15 K","5,98%",-,76,323.189,"R$ 123,56","R$ 39,93 Milhões","R$ 0,45",RBR DESENVOLVIMENTO COMERCIAL FEEDER FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.689.670/0001-41,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de fundos,Determinado,Ativa,"0,20% a.a. sobre patrimônio líquido",2024-11-09
GRUL11,"R$ 8,58","1,28%","0,90","R$ 332,46 K","-8,43%",-,3.633,24.699.989,"R$ 9,58","R$ 236,65 Milhões","R$ 0,11",Icatu Vanguarda GRU Logístico,54.483.412/0001-59,Geral,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,,2024-11-09
SFND11,R$ -,"0,00%",-,R$ -,,-,49,981.461,"R$ 2,71","R$ 9,59 Milhões","R$  0,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,09.350.920/0001-04,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,"2,0% a.a sobre receitas liquidas do fundo",2024-11-09
CVPR11,R$ -,"0,00%",-,R$ -,,-,2,36.688,"R$ 102,64","R$ 12,05 Milhões","R$  0,00",CVPAR FUNDO DE INVESTIMENTO IMOBILIÁRIO DE CRI,38.294.329/0001-85,Investidor Qualificado,Títulos e valores mobiliários,Outros,Outro,Indeterminado,Ativa,,2024-11-09
PATB11,R$ -,"0,00%",-,R$ -,,-,1,4.018.730,"R$ 193,43","R$ 557,79 Milhões","R$  0,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO - PATEO BANDEIRANTES,14.788.492/0001-36,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,,2024-11-09
LAVF11,R$ -,"0,00%",-,R$ -,,-,8,44.589,"R$ 687,44","R$ 30,66 Milhões","R$ 1,98",LAVOURA FUNDO DE INVESTIMENTO IMOBILIÁRIO,37.467.733/0001-40,Investidor Qualificado,Renda,Híbrido,Fundo misto,Indeterminado,Ativa,,2024-11-09
ARFI11B,"R$ 1.109,00","0,00%","0,94",R$ -,"131,05%",-,23,114.043,"R$ 1.179,27","R$ 134,50 Milhões","R$  0,00",ÁQUILLA RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,14.069.202/0001-02,Investidor Qualificado,Títulos e valores mobiliários,Outros,Outro,Indeterminado,Ativa,"1,50% a.a",2024-11-09
BRHT11B,"R$ 3,91","0,00%","0,06",R$ -,-,-,11,1.841.666,"R$ 67,09","R$ 123,56 Milhões","R$  0,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO BR HOTÉIS,15.461.076/0001-91,Investidor Qualificado,,Outros,Fundo de Tijolo,Indeterminado,Ativa,"1,35% a.a sobre patrimônio liquido",2024-11-09
FCAS11,"R$ 836,81","0,00%","13,77",R$ -,-,-,2,1.327.289,"R$ 60,79","R$ 80,68 Milhões","R$ 0,12",FUNDO DE INVESTIMENTO IMOBILIÁRIO - EDIFÍCIO CASTELO,10.993.386/0001-33,Geral,Renda,Lajes Corporativas,Outro,Indeterminado,Passiva,,2024-11-09
OUCY11,"R$ 82,00","0,00%","0,52",R$ -,"1,57%",-,-,533.905,"R$ 157,33","R$ 84,00 Milhões","R$ 0,65",FUNDO DE INVESTIMENTO IMOBILIÁRIO - OURINVEST CYRELA,28.516.650/0001-03,Geral,Renda,Outros,Fundo misto,Indeterminado,Ativa,"1,05% a.a",2024-11-09
HMOC11,"R$ 226,95","0,00%","0,95","R$ 32,18 K",-,"1,80%",204,382.006,"R$ 238,79","R$ 91,22 Milhões","R$ 23,80",HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO,14.733.211/0001-48,Investidor Qualificado,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Passiva,"0,75% a.a.",2024-11-09
VLJS11,"R$ 466,27","0,00%","0,55",R$ -,"6,58%",-,9,26.058,"R$ 852,13","R$ 22,21 Milhões","R$ 28,82",VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,13.842.683/0001-76,Investidor Qualificado,Títulos e valores mobiliários,Lajes Corporativas,Fundo de Tijolo,Determinado,Ativa,"0,14% a.a.",2024-11-09
ZIFI11,"R$ 790,00","0,00%","0,44","R$ 7,81 K","-12,22%",-,91,47.474,"R$ 1.775,36","R$ 84,30 Milhões","R$ 3,30",ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.820.768/0001-96,Geral,Desenvolvimento para renda,Híbrido,Fundo de desenvolvimento,Indeterminado,Ativa,"1,00% a.a",2024-11-09
RZEO11,"R$ 237,68","0,00%","1,04","R$ 322,35 K","-5,44%",-,147,3.152.913,"R$ 227,60","R$ 717,60 Milhões","R$  0,00",RIZA EOS FDO DE INV NAS CAD PROD - FIAGRO,45.718.511/0001-81,Geral,,Fiagros,Outro,Indeterminado,Ativa,,2024-11-09
BTML11,R$ -,"8,76%",-,"R$ 11,66 M",,-,1,1.135.149,"R$ 115,57","R$ 131,19 Milhões","R$ 0,85",BARRA MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.501.210/0001-00,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,"0,70% a.a.",2024-11-09
BINC11,R$ -,"0,99%",-,R$ -,,-,1,4.741.275,"R$ 100,13","R$ 474,74 Milhões","R$ 0,90",BRADESCO FIC DE FI FINANCEIRO RF INVESTIMENTO EM INFRA CDI CRÉD PRIV - RESPONSABILIDADE LIMITADA,55.239.865/0001-05,Geral,,Fundo de Infraestrutura (FI-Infra),Outro,Indeterminado,Ativa,"0,90% ao ano",2024-11-09
ATWN11,R$ -,"0,00%",-,R$ -,,-,2,160.746,"R$ 2.073,95","R$ 92,88 Milhões","R$  0,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO A-TOWN,27.773.327/0001-52,Investidor Qualificado,Renda,Outros,Outro,Indeterminado,Passiva,,2024-11-09
CJFI11,R$ -,"0,00%",-,R$ -,,-,1,94.711.582,"R$ 2,91","R$ 100,85 Milhões","R$  0,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO CJ,23.582.914/0001-03,Investidor Qualificado,Híbridos,Híbrido,Fundo misto,Indeterminado,Ativa,,2024-11-09
MVFI11,R$ -,"0,00%",-,R$ -,,-,1,78.155.662,"R$ 1,33","R$ 132,13 Milhões","R$  0,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO MV9,23.537.203/0001-17,Investidor Qualificado,Híbridos,Híbrido,Fundo misto,Indeterminado,Ativa,,2024-11-09
VTVI11,R$ -,"0,00%",-,R$ -,,-,1,1.780.973,"R$ 30,47","R$ 68,14 Milhões","R$  0,00",PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO,21.500.514/0001-86,Investidor Qualificado,Renda,Shoppings / Varejo,Fundo misto,Indeterminado,Ativa,"0,30% a.a. sobre patrimônio líquido",2024-11-09
FVBI11,,,,,,,,,,,,,,,,,,,,,2024-11-09
QIFF11,"R$ 78,04","0,00%","0,82","R$ 4,10 K","-7,10%",-,159,149.989,"R$ 95,13","R$ 14,27 Milhões","R$ 0,55",QUATÁ IMOB. FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.736.432/0001-87,Geral,Títulos e valores mobiliários,Outros,Outro,Indeterminado,Passiva,"1,00% a.a",2024-11-09
CORM11,"R$ 81,00","0,00%","0,89","R$ 1,74 K","-11,91%",-,268,1.017.305,"R$ 90,55","R$ 92,12 Milhões","R$ 0,77",CORE METROPOLIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,38.293.921/0001-62,Geral,Híbridos,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,"1,20% a.a. sobre patrimônio líquido (mínimo R$25.000,00 mensais)",2024-11-09
LRDI11,"R$ 100,00","0,00%","1,03","R$ 475,00",-,-,19,369.768,"R$ 97,20","R$ 35,94 Milhões","R$  0,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO LEBLON REALTY DESENVOLVIMENTO I,41.088.534/0001-07,Investidor Qualificado,Híbridos,Híbrido,Fundo de desenvolvimento,Indeterminado,Ativa,,2024-11-09
LKDV11,"R$ 997,23","0,00%","0,90","R$ 159,15 K",-,-,64,66.800,"R$ 1.102,53","R$ 73,66 Milhões","R$  0,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO DEVELOPMENT V1,40.102.445/0001-05,Investidor Qualificado,Híbridos,Híbrido,Fundo de papel,Indeterminado,Ativa,,2024-11-09
JTPR11,"R$ 868,56","0,00%","11,93",R$ -,-,-,8,214.664,"R$ 72,78","R$ 15,62 Milhões","R$ 1,63",JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO DESENVOLVIMENTO HABITACIONAL,23.876.086/0001-16,Geral,Desenvolvimento para venda,Outros,Fundo de desenvolvimento,Determinado,Ativa,"2,50% a.a. sobre patrimônio líquido",2024-11-09
RBCB11,"R$ 640,00","0,00%",-,"R$ 1,69 K",-,-,457,53.089,R$ -,R$ -,"R$  0,00",RIO BRAVO CRÉDITO IMOBILIÁRIO I FUNDO DE INVESTIMENTO IMOBILIÁRIO,12.659.641/0001-31,Investidor Qualificado,Renda,Outros,Fundo de papel,Determinado,Ativa,"1,00% a.a sobre patrimônio líquido",2024-11-09
BRIX11,"R$ 1.673,35","0,00%","1,61","R$ 9,79 K",-,-,96,118.724,"R$ 1.037,09","R$ 123,14 Milhões","R$  0,00",BRIX FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.360.651/0001-77,Investidor Qualificado,Desenvolvimento para venda,Outros,Fundo misto,Indeterminado,Ativa,,2024-11-09
LLAO11,"R$ 65,97","0,00%","1,07","R$ 55,13 K","-14,73%",-,72,361.129,"R$ 61,51","R$ 22,21 Milhões","R$  0,00",BS2 ALLINVESTMENTS FUNDO DE INVESTIMENTO IMOBILIÁRIO,41.218.404/0001-33,Investidor Qualificado,Desenvolvimento para venda,Híbrido,Fundo misto,Indeterminado,Ativa,"2,00% a.a. sobre patrimônio líquido",2024-11-09
HDOF11,"R$ 100,00","0,00%","1,03","R$ 96,63 K","-13,04%",-,112,2.123.063,"R$ 96,83","R$ 205,58 Milhões","R$  0,00",HEDGE DESENVOLVIMENTO LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.688.460/0001-39,Investidor Qualificado,Desenvolvimento para venda,Lajes Corporativas,Fundo de desenvolvimento,Determinado,Ativa,"0,85% a.a. sobre o patrimônio líquido do fundo",2024-11-09
ICNE11,R$ -,"17,28%",-,R$ -,,-,5,119.989,"R$ 806,39","R$ 96,77 Milhões","R$ 17,33",ÍCONE - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,53.137.434/0001-02,Investidor Qualificado,Desenvolvimento para venda,Outros,Fundo de desenvolvimento,Indeterminado,Ativa,"0,50% a.a.",2024-11-09
CIXM11,R$ -,"11,73%",-,R$ -,,-,103,6.127.169,"R$ 37,33","R$ 228,73 Milhões","R$ 0,12",CIX MUIRAQUITAN FUNDO DE INVESTIMENTO IMOBILIÁRIO,48.389.780/0001-30,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,2024-11-09
BLOG11,R$ -,"4,38%",-,"R$ 50,00",,-,4,14.257.432,"R$ 10,20","R$ 145,43 Milhões","R$ 0,07",BLUECAP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,49.592.781/0001-40,Geral,Híbridos,Logístico / Indústria / Galpões,Fundo misto,Indeterminado,Ativa,0%-2% a.a.,2024-11-09
TOPP11,R$ -,"0,02%",-,"R$ 20,22 K",,-,5.096,4.528.229,"R$ 97,05","R$ 439,45 Milhões","R$ 0,02",RBR TOP OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,56.805.391/0001-76,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,"0,80% a.a.",2024-11-09
DLMT11,R$ -,"0,00%",-,R$ -,,-,9,13.225.785,"R$ 0,59","R$ 8,82 Milhões","R$  0,00",DEL MONTE AJAX FUNDO DE INVESTIMENTO IMOBILIÁRIO,28.108.193/0001-18,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,,2024-11-09
ESTQ11,R$ -,"0,00%",-,R$ -,,-,5,65.361.964,"R$ 0,01","R$ 15,97 Milhões","R$  0,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE II,18.497.672/0001-10,Investidor Qualificado,Híbridos,Híbrido,Fundo misto,Indeterminado,Ativa,,2024-11-09
GWIR11,R$ -,"0,00%",-,R$ -,,-,204,382.006,"R$ 238,79","R$ 91,22 Milhões","R$  0,00",FUNDO DE INVESTIMENTO IMOBILIÁRIO GWI RENDA IMOBILIÁRIA,14.733.211/0001-48,Investidor Qualificado,Renda,Shoppings / Varejo,Outro,Indeterminado,Passiva,,2024-11-09
PNLN11,R$ -,"0,00%",-,R$ -,,-,97,138.441,"R$ 99,97","R$ 286,68 Mil","R$  0,00",PANORAMA LAST MILE SBC FUNDO DE INVESTIMENTO IMOBILIÁRIO,40.887.170/0001-54,Investidor Qualificado,Híbridos,Híbrido,Fundo de desenvolvimento,Indeterminado,Ativa,,2024-11-09
PRZS11,R$ -,"0,00%",-,R$ -,,-,20,741.639,"R$ 133,56","R$ 57,58 Milhões","R$  0,00",PRAZO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,30.258.790/0001-70,Investidor Qualificado,Híbridos,Híbrido,Fundo de papel,Indeterminado,Ativa,,2024-11-09
TELD11,R$ -,"0,00%",-,R$ -,,-,2,470.105,"R$ 26,82","R$ 9,71 Milhões","R$  0,00",TELLUS DESENVOLVIMENTO LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.200.701/0001-11,Investidor Qualificado,Desenvolvimento para venda,Híbrido,Fundo de desenvolvimento,Determinado,Ativa,,2024-11-09
SALI11,R$ -,"0,00%",-,R$ -,,-,2,79.554,"R$ 90,27","R$ 8,01 Milhões","R$  0,00",VENUS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.669.535/0001-05,Geral,Renda,Outros,Fundo misto,Indeterminado,Ativa,"0,30% a.a.",2024-11-09
BPLC11,R$ -,"0,00%",-,R$ -,,-,109,31.989,"R$ 10.266,68","R$ 324,54 Milhões","R$ 14,14",BASÍLICA PARTNERS LED CORPORATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,28.267.555/0001-13,Investidor Qualificado,Renda,Híbrido,Fundo misto,Indeterminado,Passiva,,2024-11-09
ORPD11,"R$ 93,00","0,00%","0,65","R$ 403,00","-28,31%",-,6,289.989,"R$ 143,99","R$ 41,76 Milhões","R$ 1,38",OURO PRETO DESENVOLVIMENTO IMOBILIÁRIO I FUNDO DE INVESTIMENTO IMOBILIÁRIO,19.107.604/0001-60,Geral,Títulos e valores mobiliários,Outros,Fundo de desenvolvimento,Indeterminado,Ativa,"1,20% a.a sobre PL (até 100M); 1,0% a.a (entre 100 e 200M); 0,80% a.a (mais de 200M)",2024-11-09
JPPC11,"R$ 183,05","0,00%","0,36","R$ 9,19 K","-8,48%",-,84,54.989,"R$ 512,51","R$ 28,19 Milhões","R$ 0,17",JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,17.216.625/0001-98,Geral,Híbridos,Híbrido,Fundo de desenvolvimento,Determinado,Ativa,"1,80% a.a. sobre patrimônio líquido",2024-11-09
HRES11,R$ -,"8,88%",-,"R$ 62,35 K",,-,127,16.464.239,"R$ 3,52","R$ 57,89 Milhões","R$ 13,26",FII HIRE RESIDENCIAL I - FUNDO DE INVESTIMENTO IMOBILIÁRIO,42.869.853/0001-04,Geral,Desenvolvimento para venda,Híbrido,Fundo de desenvolvimento,Determinado,Ativa,"0,20% a.a",2024-11-09
BIPD11,R$ -,"7,98%",-,"R$ 9,54 K",,-,106,79.385,"R$ 999,82","R$ 79,38 Milhões","R$ 73,07",BRIO REAL ESTATE IV - FUNDO DE INVESTIMENTO IMOBILIÁRIO,42.869.892/0001-01,Investidor Qualificado,Desenvolvimento para venda,Híbrido,Fundo misto,Indeterminado,Ativa,"2,0% a.a.",2024-11-09
VVMR11,R$ -,"4,68%",-,"R$ 142,44 K",,"5,31%",761,2.823.169,"R$ 111,88","R$ 315,85 Milhões","R$ 0,50",FUNDO DE INVESTIMENTO IMOBILIÁRIO MULTI RENDA URBANA,30.871.698/0001-81,Geral,Renda,Híbrido,Fundo misto,Indeterminado,Ativa,"0,80% ao ano sobre o PL",2024-11-09
JSCR11,"R$ 87,90","3,72%","0,92","R$ 235,86 K","-3,36%",-,2.881,2.213.699,"R$ 95,74","R$ 211,95 Milhões","R$ 0,92",JS Recebíveis Imobiliários,54.866.214/0001-74,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,2024-11-09
RIFF11,"R$ 8,84","1,13%","0,92","R$ 72,88 K","-11,86%",-,6.404,14.999.989,"R$ 9,63","R$ 144,40 Milhões","R$ 0,07",RIFF FI-Infra,54.895.184/0001-24,Geral,Híbridos,Fundo de Infraestrutura (FI-Infra),Outro,Indeterminado,Ativa,,2024-11-09
DOMC11,"R$ 554,25","0,34%","5,43",R$ -,"0,34%",-,1.107,2.443.789,"R$ 102,10","R$ 249,52 Milhões","R$ 0,47",REAG RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,17.374.696/0001-19,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,,2024-11-09
FISD11,"R$ 149,33","0,31%","2,58",R$ -,-,-,18,1.072.577,"R$ 57,81","R$ 62,01 Milhões","R$ 0,47",SÃO DOMINGOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,16.543.270/0001-89,Investidor Qualificado,Títulos e valores mobiliários,Outros,Fundo de papel,Determinado,Ativa,,2024-11-09
QMFF11,"R$ 98,52","0,00%","0,97","R$ 50,21 K",-,-,109,149.989,"R$ 101,47","R$ 15,22 Milhões","R$ 0,87",QUATÁ MONETAI FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.736.432/0001-87,Geral,Títulos e valores mobiliários,Outros,Fundo de fundos,Indeterminado,Passiva,"1,00% a.a",2024-11-09
MTOF11,"R$ 103,37","0,00%","1,40",R$ -,-,-,2,2.093.692,"R$ 73,85","R$ 154,63 Milhões","R$  0,00",MULTIOFFICES 1 - FUNDO DE INVESTIMENTO IMOBILIÁRIO,22.862.226/0001-34,Investidor Qualificado,Títulos e valores mobiliários,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,"0,15% a.a. sobre o patrimônio líquido (mínimo R$10.000,00 mensais)",2024-11-09
MMVE11,"R$ 161,87","0,00%","2,06","R$ 2,10 K",-,-,137,464.989,"R$ 78,47","R$ 36,49 Milhões","R$  0,00",MMVE OPORTUNIDADES IMOBILIÁRIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,41.251.337/0001-59,Geral,Renda,Híbrido,Fundo misto,Indeterminado,Ativa,,2024-11-09
